KO_ID	KO_name	KO_def
K03271	gmhA, lpcA	D-sedoheptulose 7-phosphate isomerase
K03272	gmhC, hldE, waaE, rfaE	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase
K03273	gmhB	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase
K03274	gmhD, rfaD	ADP-L-glycero-D-manno-heptose 6-epimerase
K03281	TC.CIC	chloride channel protein, CIC family
K03282	mscL	large conductance mechanosensitive channel
K03283	HSPA1s	heat shock 70kDa protein 1/2/6/8
K03284	corA	magnesium transporter
K03286	TC.OOP	OmpA-OmpF porin, OOP family
K03288	citA, tcuC	MFS transporter, MHS family, citrate/tricarballylate:H+ symporter
K03291	MFS.SET	MFS transporter, SET family, sugar efflux transporter
K03292	TC.GPH	glycoside/pentoside/hexuronide:cation symporter, GPH family
K03293	TC.AAT	amino acid transporter, AAT family
K03294	TC.APA	basic amino acid/polyamine antiporter, APA family
K03296	TC.HAE1	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family
K03297	emrE, qac, mmr, smr	small multidrug resistance pump
K03298	TC.DME	drug/metabolite transporter, DME family
K03299	TC.GNTP	gluconate:H+ symporter, GntP family
K03300	TC.CITMHS	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family
K03301	TC.AAA	ATP:ADP antiporter, AAA family
K03303	lctP	lactate permease
K03304	tehA	tellurite resistance protein
K03305	TC.POT	proton-dependent oligopeptide transporter, POT family
K03306	TC.PIT	inorganic phosphate transporter, PiT family
K03307	TC.SSS	solute:Na+ symporter, SSS family
K03308	TC.NSS	neurotransmitter:Na+ symporter, NSS family
K03309	TC.DAACS	dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family
K03310	TC.AGCS	alanine or glycine:cation symporter, AGCS family
K03311	TC.LIVCS	branched-chain amino acid:cation transporter, LIVCS family
K03312	gltS	glutamate:Na+ symporter, ESS family
K03313	nhaA	Na+:H+ antiporter, NhaA family
K03314	nhaB	Na+:H+ antiporter, NhaB family
K03315	nhaC	Na+:H+ antiporter, NhaC family
K03316	TC.CPA1	monovalent cation:H+ antiporter, CPA1 family
K03317	TC.CNT	concentrative nucleoside transporter, CNT family
K03319	TC.DASS	divalent anion:Na+ symporter, DASS family
K03320	amt, AMT, MEP	ammonium transporter, Amt family
K03321	TC.SULP	sulfate permease, SulP family
K03322	mntH	manganese transport protein
K03324	yjbB	phosphate:Na+ symporter
K03325	ACR3, arsB	arsenite transporter
K03326	TC.DCUC, dcuC, dcuD	C4-dicarboxylate transporter, DcuC family
K03327	TC.MATE, SLC47A, norM, mdtK, dinF	multidrug resistance protein, MATE family
K03328	TC.PST	polysaccharide transporter, PST family
K03330	gatE	glutamyl-tRNA(Gln) amidotransferase subunit E
K03331	DCXR	L-xylulose reductase
K03332	fruA	fructan beta-fructosidase
K03333	choD	cholesterol oxidase
K03335	iolE	inosose dehydratase
K03336	iolD	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
K03337	iolB	5-deoxy-glucuronate isomerase
K03338	iolC	5-dehydro-2-deoxygluconokinase
K03342	pabBC	para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase
K03343	puo	putrescine oxidase
K03347	CUL1, CDC53	cullin 1
K03348	APC1	anaphase-promoting complex subunit 1
K03349	APC2	anaphase-promoting complex subunit 2
K03350	APC3, CDC27	anaphase-promoting complex subunit 3
K03352	APC5	anaphase-promoting complex subunit 5
K03353	APC6, CDC16	anaphase-promoting complex subunit 6
K03355	APC8, CDC23	anaphase-promoting complex subunit 8
K03357	APC10, DOC1	anaphase-promoting complex subunit 10
K03361	CDC4	F-box and WD-40 domain protein CDC4
K03362	FBXW1_11, BTRC, beta-TRCP	F-box and WD-40 domain protein 1/11
K03363	CDC20	cell division cycle 20, cofactor of APC complex
K03365	FCY1	cytosine/creatinine deaminase
K03366	butA, budC	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase
K03367	dltA	D-alanine--poly(phosphoribitol) ligase subunit 1
K03372	SLC33A1, ACATN	MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1
K03377	CASD1	N-acetylneuraminate 9-O-acetyltransferase
K03378	morA	morphine 6-dehydrogenase
K03379	chnB	cyclohexanone monooxygenase
K03380	E1.14.13.7	phenol 2-monooxygenase (NADPH)
K03381	catA	catechol 1,2-dioxygenase
K03383	atzD	cyanuric acid amidohydrolase
K03385	nrfA	nitrite reductase (cytochrome c-552)
K03386	PRDX2_4, ahpC	peroxiredoxin 2/4
K03387	ahpF	NADH-dependent peroxiredoxin subunit F
K03389	hdrB2	heterodisulfide reductase subunit B2
K03390	hdrC2	heterodisulfide reductase subunit C2
K03391	pcpB	pentachlorophenol monooxygenase
K03392	ACMSD	aminocarboxymuconate-semialdehyde decarboxylase
K03393	pacX	phenylalanine 3-monooxygenase
K03394	cobI-cbiL	precorrin-2/cobalt-factor-2 C20-methyltransferase
K03395	aac3-I	aminoglycoside 3-N-acetyltransferase I
K03396	gfa	S-(hydroxymethyl)glutathione synthase
K03399	cbiE	cobalt-precorrin-7 (C5)-methyltransferase
K03402	argR, ahrC	transcriptional regulator of arginine metabolism
K03403	chlH, bchH	magnesium chelatase subunit H
K03404	chlD, bchD	magnesium chelatase subunit D
K03405	chlI, bchI	magnesium chelatase subunit I
K03406	mcp	methyl-accepting chemotaxis protein
K03407	cheA	two-component system, chemotaxis family, sensor kinase CheA
K03408	cheW	purine-binding chemotaxis protein CheW
K03409	cheX	chemotaxis protein CheX
K03410	cheC	chemotaxis protein CheC
K03411	cheD	chemotaxis protein CheD
K03412	cheB	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase
K03413	cheY	two-component system, chemotaxis family, chemotaxis protein CheY
K03414	cheZ	chemotaxis protein CheZ
K03415	cheV	two-component system, chemotaxis family, chemotaxis protein CheV
K03417	prpB	methylisocitrate lyase
K03418	E3.5.1.56	N,N-dimethylformamidase
K03420	psmR	proteasome regulatory subunit
K03424	tatD	TatD DNase family protein
K03426	E3.6.1.22, NUDT12, nudC	NAD+ diphosphatase
K03427	hsdM	type I restriction enzyme M protein
K03428	bchM, chlM	magnesium-protoporphyrin O-methyltransferase
K03429	ugtP	processive 1,2-diacylglycerol beta-glucosyltransferase
K03430	phnW	2-aminoethylphosphonate-pyruvate transaminase
K03431	glmM	phosphoglucosamine mutase
K03432	psmA, prcA	proteasome alpha subunit
K03433	psmB, prcB	proteasome beta subunit
K03434	PIGL	N-acetylglucosaminylphosphatidylinositol deacetylase
K03435	fruR1, fruR	LacI family transcriptional regulator, fructose operon transcriptional repressor
K03436	fruR2, fruR	DeoR family transcriptional regulator, fructose operon transcriptional repressor
K03437	spoU	RNA methyltransferase, TrmH family
K03438	mraW, rsmH	16S rRNA (cytosine1402-N4)-methyltransferase
K03439	trmB, METTL1, TRM8	tRNA (guanine-N7-)-methyltransferase
K03441	GLP-F	aquaglyceroporin related protein, other eukaryote
K03442	mscS	small conductance mechanosensitive channel
K03446	emrB	MFS transporter, DHA2 family, multidrug resistance protein
K03448	FEN2, LIZ1	MFS transporter, ACS family, pantothenate transporter
K03449	MFS.CP	MFS transporter, CP family, cyanate transporter
K03451	TC.BCT	betaine/carnitine transporter, BCCT family
K03453	TC.BASS	bile acid:Na+ symporter, BASS family
K03455	TC.KEF	monovalent cation:H+ antiporter-2, CPA2 family
K03456	PPP2R1	serine/threonine-protein phosphatase 2A regulatory subunit A
K03457	TC.NCS1	nucleobase:cation symporter-1, NCS1 family
K03462	NAMPT	nicotinamide phosphoribosyltransferase
K03463	E5.5.1.30	labda-7,13-dienyl diphosphate synthase
K03464	catC	muconolactone D-isomerase
K03465	thyX, thy1	thymidylate synthase (FAD)
K03466	ftsK, spoIIIE	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
K03469	rnhA, RNASEH1	ribonuclease HI
K03470	rnhB	ribonuclease HII
K03471	rnhC	ribonuclease HIII
K03473	pdxB	erythronate-4-phosphate dehydrogenase
K03474	pdxJ	pyridoxine 5-phosphate synthase
K03475	ulaA, sgaT	ascorbate PTS system EIIC component
K03476	ulaG	L-ascorbate 6-phosphate lactonase
K03477	ulaR	DeoR family transcriptional regulator, ulaG and ulaABCDEF operon transcriptional repressor
K03478	chbG	chitin disaccharide deacetylase
K03483	mtlR	mannitol operon transcriptional antiterminator
K03495	gidA, mnmG, MTO1	tRNA uridine 5-carboxymethylaminomethyl modification enzyme
K03496	parA, soj	chromosome partitioning protein
K03497	parB, spo0J	ParB family transcriptional regulator, chromosome partitioning protein
K03498	trkH, trkG, ktrB	trk system potassium uptake protein
K03499	trkA, ktrA	trk system potassium uptake protein
K03500	rsmB, sun	16S rRNA (cytosine967-C5)-methyltransferase
K03501	gidB, rsmG	16S rRNA (guanine527-N7)-methyltransferase
K03502	umuC	DNA polymerase V
K03503	umuD	DNA polymerase V
K03504	POLD3	DNA polymerase delta subunit 3
K03505	POLD4	DNA polymerase delta subunit 4
K03507	DPB11	DNA replication regulator DPB11
K03509	POLH	DNA polymerase eta
K03510	POLI	DNA polymerase iota
K03511	POLK	DNA polymerase kappa
K03514	PAPD5_7, TRF4	non-canonical poly(A) RNA polymerase PAPD5/7
K03515	REV1	DNA repair protein REV1
K03517	nadA	quinolinate synthase
K03518	coxS	aerobic carbon-monoxide dehydrogenase small subunit
K03519	coxM, cutM	aerobic carbon-monoxide dehydrogenase medium subunit
K03520	coxL, cutL	aerobic carbon-monoxide dehydrogenase large subunit
K03521	fixA, etfB	electron transfer flavoprotein beta subunit
K03522	fixB, etfA	electron transfer flavoprotein alpha subunit
K03523	bioY	biotin transport system substrate-specific component
K03524	birA	BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase
K03525	coaX	type III pantothenate kinase
K03526	gcpE, ispG	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase
K03527	ispH, lytB	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase
K03528	zipA	cell division protein ZipA
K03529	smc	chromosome segregation protein
K03530	hupB	DNA-binding protein HU-beta
K03531	ftsZ	cell division protein FtsZ
K03534	rhaM	L-rhamnose mutarotase
K03536	rnpA	ribonuclease P protein component
K03537	POP5	ribonuclease P/MRP protein subunit POP5
K03538	POP4, RPP29	ribonuclease P protein subunit POP4
K03539	RPP1, RPP30	ribonuclease P/MRP protein subunit RPP1
K03540	RPR2, RPP21	ribonuclease P protein subunit RPR2
K03543	emrA	membrane fusion protein, multidrug efflux system
K03544	clpX, CLPX	ATP-dependent Clp protease ATP-binding subunit ClpX
K03545	tig	trigger factor
K03546	sbcC, rad50	DNA repair protein SbcC/Rad50
K03547	sbcD, mre11	DNA repair protein SbcD/Mre11
K03548	perM	putative permease
K03549	kup	KUP system potassium uptake protein
K03550	ruvA	holliday junction DNA helicase RuvA
K03551	ruvB	holliday junction DNA helicase RuvB
K03552	hjr	holliday junction resolvase Hjr
K03553	recA	recombination protein RecA
K03554	rdgC	recombination associated protein RdgC
K03555	mutS	DNA mismatch repair protein MutS
K03556	malT	LuxR family transcriptional regulator, maltose regulon positive regulatory protein
K03557	fis	Fis family transcriptional regulator, factor for inversion stimulation protein
K03558	cvpA	membrane protein required for colicin V production
K03559	exbD	biopolymer transport protein ExbD
K03560	tolR	biopolymer transport protein TolR
K03561	exbB	biopolymer transport protein ExbB
K03562	tolQ	biopolymer transport protein TolQ
K03563	csrA	carbon storage regulator
K03564	BCP, PRXQ, DOT5	thioredoxin-dependent peroxiredoxin
K03565	recX	regulatory protein
K03566	gcvA	LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K03567	gcvR	glycine cleavage system transcriptional repressor
K03568	tldD	TldD protein
K03569	mreB	rod shape-determining protein MreB and related proteins
K03570	mreC	rod shape-determining protein MreC
K03571	mreD	rod shape-determining protein MreD
K03572	mutL	DNA mismatch repair protein MutL
K03573	mutH	DNA mismatch repair protein MutH
K03574	mutT, NUDT15, MTH2	8-oxo-dGTP diphosphatase
K03575	mutY	A/G-specific adenine glycosylase
K03576	metR	LysR family transcriptional regulator, regulator for metE and metH
K03577	acrR, smeT	TetR/AcrR family transcriptional regulator, acrAB operon repressor
K03578	hrpA	ATP-dependent helicase HrpA
K03579	hrpB	ATP-dependent helicase HrpB
K03580	hepA	ATP-dependent helicase HepA
K03581	recD	exodeoxyribonuclease V alpha subunit
K03582	recB	exodeoxyribonuclease V beta subunit
K03583	recC	exodeoxyribonuclease V gamma subunit
K03584	recO	DNA repair protein RecO (recombination protein O)
K03585	acrA, mexA, adeI, smeD, mtrC, cmeA	membrane fusion protein, multidrug efflux system
K03586	ftsL	cell division protein FtsL
K03587	ftsI	cell division protein FtsI (penicillin-binding protein 3)
K03588	ftsW, spoVE	cell division protein FtsW
K03589	ftsQ	cell division protein FtsQ
K03590	ftsA	cell division protein FtsA
K03591	ftsN	cell division protein FtsN
K03592	pmbA	PmbA protein
K03593	mrp, NUBPL	ATP-binding protein involved in chromosome partitioning
K03594	bfr	bacterioferritin
K03595	era, ERAL1	GTPase
K03596	lepA	GTP-binding protein LepA
K03597	rseA	sigma-E factor negative regulatory protein RseA
K03598	rseB	sigma-E factor negative regulatory protein RseB
K03599	sspA, mglA	stringent starvation protein A
K03600	sspB	stringent starvation protein B
K03601	xseA	exodeoxyribonuclease VII large subunit
K03602	xseB	exodeoxyribonuclease VII small subunit
K03603	fadR	GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K03605	hyaD, hybD	hydrogenase maturation protease
K03606	wcaJ	putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
K03607	proQ	ProP effector
K03608	minE	cell division topological specificity factor
K03609	minD	septum site-determining protein MinD
K03610	minC	septum site-determining protein MinC
K03611	dsbB	protein dithiol:quinone oxidoreductase
K03612	rnfG	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G
K03613	rnfE	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E
K03614	rnfD	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D
K03615	rnfC	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C
K03616	rnfB	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B
K03617	rnfA	Na+-translocating ferredoxin:NAD+ oxidoreductase subunit A
K03620	hyaC	Ni/Fe-hydrogenase 1 B-type cytochrome subunit
K03621	plsX	phosphate acyltransferase
K03622	ssh10b	archaea-specific DNA-binding protein
K03623	yhcO	ribonuclease inhibitor
K03624	greA	transcription elongation factor GreA
K03625	nusB	transcription antitermination protein NusB
K03626	EGD2, NACA	nascent polypeptide-associated complex subunit alpha
K03627	MBF1	putative transcription factor
K03628	rho	transcription termination factor Rho
K03629	recF	DNA replication and repair protein RecF
K03630	radC	DNA repair protein RadC
K03631	recN	DNA repair protein RecN (Recombination protein N)
K03632	mukB	chromosome partition protein MukB
K03633	mukF	chromosome partition protein MukF
K03634	lolA	outer membrane lipoprotein carrier protein
K03635	MOCS2B, moaE	molybdopterin synthase catalytic subunit
K03636	moaD, cysO	sulfur-carrier protein
K03637	moaC, CNX3	cyclic pyranopterin monophosphate synthase
K03638	moaB	molybdopterin adenylyltransferase
K03639	moaA, CNX2	GTP 3',8-cyclase
K03640	pal	peptidoglycan-associated lipoprotein
K03641	tolB	TolB protein
K03642	rlpA	rare lipoprotein A
K03643	lptE, rlpB	LPS-assembly lipoprotein
K03644	lipA, LIAS, LIP1, LIP5	lipoyl synthase
K03645	seqA	negative modulator of initiation of replication
K03646	tolA	colicin import membrane protein
K03647	nrdI	protein involved in ribonucleotide reduction
K03648	UNG, UDG	uracil-DNA glycosylase
K03649	mug	double-stranded uracil-DNA glycosylase
K03650	mnmE, trmE, MSS1	tRNA modification GTPase
K03651	cpdA	3',5'-cyclic-AMP phosphodiesterase
K03652	MPG	DNA-3-methyladenine glycosylase
K03653	K03653	N-glycosylase/DNA lyase
K03654	recQ	ATP-dependent DNA helicase RecQ
K03655	recG	ATP-dependent DNA helicase RecG
K03656	rep	ATP-dependent DNA helicase Rep
K03657	uvrD, pcrA	DNA helicase II / ATP-dependent DNA helicase PcrA
K03658	helD	DNA helicase IV
K03660	OGG1	N-glycosylase/DNA lyase
K03661	ATPeV0B, ATP6F	V-type H+-transporting ATPase 21kDa proteolipid subunit
K03664	smpB	SsrA-binding protein
K03665	hflX	GTPase
K03666	hfq	host factor-I protein
K03667	hslU	ATP-dependent HslUV protease ATP-binding subunit HslU
K03668	hslJ	heat shock protein HslJ
K03669	mdoH	membrane glycosyltransferase
K03670	mdoG	periplasmic glucans biosynthesis protein
K03671	trxA	thioredoxin 1
K03672	trxC	thioredoxin 2
K03673	dsbA	protein dithiol oxidoreductase (disulfide-forming)
K03675	grxB	glutaredoxin 2
K03676	grxC, GLRX, GLRX2	glutaredoxin 3
K03678	RRP45, EXOSC9	exosome complex component RRP45
K03679	RRP4, EXOSC2	exosome complex component RRP4
K03680	EIF2B4	translation initiation factor eIF-2B subunit delta
K03683	rnt	ribonuclease T
K03684	rnd	ribonuclease D
K03685	rnc, DROSHA, RNT1	ribonuclease III
K03686	dnaJ	molecular chaperone DnaJ
K03687	GRPE	molecular chaperone GrpE
K03688	ubiB, aarF	ubiquinone biosynthesis protein
K03690	ubiJ	ubiquinone biosynthesis protein UbiJ
K03694	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA
K03695	clpB	ATP-dependent Clp protease ATP-binding subunit ClpB
K03696	clpC	ATP-dependent Clp protease ATP-binding subunit ClpC
K03698	cbf, cbf1	3'-5' exoribonuclease
K03699	tlyC	putative hemolysin
K03700	recU	recombination protein U
K03701	uvrA	excinuclease ABC subunit A
K03702	uvrB	excinuclease ABC subunit B
K03703	uvrC	excinuclease ABC subunit C
K03704	cspA	cold shock protein
K03705	hrcA	heat-inducible transcriptional repressor
K03707	tenA	thiaminase (transcriptional activator TenA)
K03709	troR	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K03710	K03710	GntR family transcriptional regulator
K03711	fur, zur, furB	Fur family transcriptional regulator, ferric uptake regulator
K03712	marR	MarR family transcriptional regulator, multiple antibiotic resistance protein MarR
K03715	MGD	1,2-diacylglycerol 3-beta-galactosyltransferase
K03716	splB	spore photoproduct lyase
K03717	nhaR	LysR family transcriptional regulator, transcriptional activator of nhaA
K03718	asnC	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
K03719	lrp	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
K03720	trpR	TrpR family transcriptional regulator, trp operon repressor
K03722	dinG	ATP-dependent DNA helicase DinG
K03723	mfd	transcription-repair coupling factor (superfamily II helicase)
K03724	lhr	ATP-dependent helicase Lhr and Lhr-like helicase
K03726	helS	helicase
K03727	helY	ATP-dependent RNA helicase HelY
K03732	rhlB	ATP-dependent RNA helicase RhlB
K03733	xerC	integrase/recombinase XerC
K03734	apbE	FAD:protein FMN transferase
K03735	eutB	ethanolamine ammonia-lyase large subunit
K03736	eutC	ethanolamine ammonia-lyase small subunit
K03737	por, nifJ	pyruvate-ferredoxin/flavodoxin oxidoreductase
K03738	aor	aldehyde:ferredoxin oxidoreductase
K03739	dltB	membrane protein involved in D-alanine export
K03740	dltD	D-alanine transfer protein
K03741	arsC	arsenate reductase (thioredoxin)
K03742	pncC	nicotinamide-nucleotide amidase
K03743	pncC	nicotinamide-nucleotide amidase
K03744	lemA	LemA protein
K03745	slyX	SlyX protein
K03746	hns	DNA-binding protein H-NS
K03747	smg	Smg protein
K03748	sanA	SanA protein
K03749	dedD	DedD protein
K03750	moeA	molybdopterin molybdotransferase
K03752	mobA	molybdenum cofactor guanylyltransferase
K03753	mobB	molybdopterin-guanine dinucleotide biosynthesis adapter protein
K03754	EIF2B2	translation initiation factor eIF-2B subunit beta
K03756	potE	putrescine:ornithine antiporter
K03758	arcD, lysl, lysP	arginine:ornithine antiporter / lysine permease
K03759	adiC	arginine:agmatine antiporter
K03760	eptA, pmrC	lipid A ethanolaminephosphotransferase
K03761	kgtP	MFS transporter, MHS family, alpha-ketoglutarate permease
K03762	proP	MFS transporter, MHS family, proline/betaine transporter
K03765	cadC	transcriptional activator of cad operon
K03767	PPIA	peptidyl-prolyl cis-trans isomerase A (cyclophilin A)
K03768	PPIB, ppiB	peptidyl-prolyl cis-trans isomerase B (cyclophilin B)
K03769	ppiC	peptidyl-prolyl cis-trans isomerase C
K03770	ppiD	peptidyl-prolyl cis-trans isomerase D
K03771	surA	peptidyl-prolyl cis-trans isomerase SurA
K03772	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
K03773	fklB	FKBP-type peptidyl-prolyl cis-trans isomerase FklB
K03774	slpA	FKBP-type peptidyl-prolyl cis-trans isomerase SlpA
K03775	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
K03777	dld	D-lactate dehydrogenase (quinone)
K03778	ldhA	D-lactate dehydrogenase
K03779	ttdA	L(+)-tartrate dehydratase alpha subunit
K03781	katE, CAT, catB, srpA	catalase
K03782	katG	catalase-peroxidase
K03783	punA, PNP	purine-nucleoside phosphorylase
K03784	deoD	purine-nucleoside phosphorylase
K03785	aroD	3-dehydroquinate dehydratase I
K03786	aroQ, qutE	3-dehydroquinate dehydratase II
K03787	surE	5'-nucleotidase
K03789	rimI	[ribosomal protein S18]-alanine N-acetyltransferase
K03790	rimJ	[ribosomal protein S5]-alanine N-acetyltransferase
K03791	K03791	putative chitinase
K03793	PTR1	pteridine reductase
K03794	sirB	sirohydrochlorin ferrochelatase
K03795	cbiX	sirohydrochlorin cobaltochelatase
K03796	bax	Bax protein
K03797	E3.4.21.102, prc, ctpA	carboxyl-terminal processing protease
K03798	ftsH, hflB	cell division protease FtsH
K03799	htpX	heat shock protein HtpX
K03800	lplA, lplJ, lipL1	lipoate---protein ligase
K03801	lipB	lipoyl(octanoyl) transferase
K03802	cphA	cyanophycin synthetase
K03803	rseC	sigma-E factor negative regulatory protein RseC
K03804	mukE	chromosome partition protein MukE
K03805	dsbG	thiol:disulfide interchange protein DsbG
K03806	ampD	N-acetyl-anhydromuramoyl-L-alanine amidase
K03807	ampE	AmpE protein
K03808	pqiA	paraquat-inducible protein A
K03809	wrbA	NAD(P)H dehydrogenase (quinone)
K03810	mviM	virulence factor
K03811	pnuC	nicotinamide mononucleotide transporter
K03812	rmf	ribosome modulation factor
K03814	mtgA	monofunctional glycosyltransferase
K03815	xapA	xanthosine phosphorylase
K03816	xpt	xanthine phosphoribosyltransferase
K03817	rimL	ribosomal-protein-serine acetyltransferase
K03818	wcaF	putative colanic acid biosynthesis acetyltransferase WcaF
K03819	wcaB	putative colanic acid biosynthesis acetyltransferase WcaB
K03820	lnt	apolipoprotein N-acyltransferase
K03821	phbC, phaC	polyhydroxyalkanoate synthase subunit PhaC
K03822	K03822	putative long chain acyl-CoA synthase
K03823	pat, bar	phosphinothricin acetyltransferase
K03824	yhbS	putative acetyltransferase
K03825	aaaT	L-phenylalanine/L-methionine N-acetyltransferase
K03827	yjaB	putative acetyltransferase
K03828	yjgM	putative acetyltransferase
K03829	yedL	putative acetyltransferase
K03830	yafP	putative acetyltransferase
K03831	mogA	molybdopterin adenylyltransferase
K03832	tonB	periplasmic protein TonB
K03833	selB, EEFSEC	selenocysteine-specific elongation factor
K03834	tyrP	tyrosine-specific transport protein
K03839	fldA, nifF, isiB	flavodoxin I
K03841	FBP, fbp	fructose-1,6-bisphosphatase I
K03842	ALG1	beta-1,4-mannosyltransferase
K03843	ALG2	alpha-1,3/alpha-1,6-mannosyltransferase
K03844	ALG11	alpha-1,2-mannosyltransferase
K03846	ALG9	alpha-1,2-mannosyltransferase
K03847	ALG12	alpha-1,6-mannosyltransferase
K03848	ALG6	alpha-1,3-glucosyltransferase
K03849	ALG8	alpha-1,3-glucosyltransferase
K03850	ALG10	alpha-1,2-glucosyltransferase
K03851	tpa	taurine-pyruvate aminotransferase
K03852	xsc	sulfoacetaldehyde acetyltransferase
K03854	KTR	mannosyltransferase
K03855	fixX	ferredoxin like protein
K03856	AROA2, aroA	3-deoxy-7-phosphoheptulonate synthase
K03857	PIGA, GPI3	phosphatidylinositol N-acetylglucosaminyltransferase subunit A
K03858	PIGH, GPI15	phosphatidylinositol N-acetylglucosaminyltransferase subunit H
K03859	PIGC, GPI2	phosphatidylinositol N-acetylglucosaminyltransferase subunit C
K03860	PIGQ, GPI1	phosphatidylinositol N-acetylglucosaminyltransferase subunit Q
K03861	PIGP, GPI19, DSCR5	phosphatidylinositol N-acetylglucosaminyltransferase subunit P
K03862	vanA	vanillate monooxygenase
K03863	vanB	vanillate monooxygenase ferredoxin subunit
K03867	BGLUT	UDP-glucose:tetrahydrobiopterin glucosyltransferase
K03871	VHL	von Hippel-Lindau disease tumor supressor
K03878	ND1	NADH-ubiquinone oxidoreductase chain 1
K03879	ND2	NADH-ubiquinone oxidoreductase chain 2
K03881	ND4	NADH-ubiquinone oxidoreductase chain 4
K03882	ND4L	NADH-ubiquinone oxidoreductase chain 4L
K03883	ND5	NADH-ubiquinone oxidoreductase chain 5
K03885	ndh	NADH:ubiquinone reductase (H+-translocating)
K03886	MQCRA, qcrA, bfcA, petC	menaquinol-cytochrome c reductase iron-sulfur subunit
K03887	MQCRB, qcrB, bfcB, petB	menaquinol-cytochrome c reductase cytochrome b subunit
K03888	MQCRC, qcrC, bfcC, petD	menaquinol-cytochrome c reductase cytochrome b/c subunit
K03889	qcrC	ubiquinol-cytochrome c reductase cytochrome c subunit
K03890	qcrA	ubiquinol-cytochrome c reductase iron-sulfur subunit
K03891	qcrB	ubiquinol-cytochrome c reductase cytochrome b subunit
K03892	arsR	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
K03893	arsB	arsenical pump membrane protein
K03894	iucA	N2-citryl-N6-acetyl-N6-hydroxylysine synthase
K03895	iucC	aerobactin synthase
K03896	iucB	acetyl CoA:N6-hydroxylysine acetyl transferase
K03897	iucD	lysine N6-hydroxylase
K03918	lat	L-lysine 6-transaminase
K03919	alkB	DNA oxidative demethylase
K03921	FAB2, SSI2, desA1	acyl-[acyl-carrier-protein] desaturase
K03922	desA2	acyl-[acyl-carrier-protein] desaturase
K03923	mdaB	NADPH dehydrogenase (quinone)
K03924	moxR	MoxR-like ATPase
K03925	mraZ	MraZ protein
K03926	cutA	periplasmic divalent cation tolerance protein
K03928	yvaK	carboxylesterase
K03929	pnbA	para-nitrobenzyl esterase
K03930	estA	putative tributyrin esterase
K03931	ygjK	putative isomerase
K03932	lpqC	polyhydroxybutyrate depolymerase
K03933	cpbD	chitin-binding protein
K03934	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1
K03935	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2
K03936	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3
K03937	NDUFS4	NADH dehydrogenase (ubiquinone) Fe-S protein 4
K03939	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6
K03940	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7
K03941	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8
K03942	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1
K03949	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5
K03950	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6
K03953	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9
K03963	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7
K03964	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 8
