KO_ID	KO_name	KO_def
K05299	fdhA	formate dehydrogenase (NADP+) alpha subunit
K05301	sorA	sulfite dehydrogenase (cytochrome) subunit A
K05306	phnX	phosphonoacetaldehyde hydrolase
K05308	gnaD	gluconate/galactonate dehydratase
K05394	atzA	atrazine chlorohydrolase
K05523	hchA	D-lactate dehydratase / protein deglycase
K05549	benA-xylX	benzoate/toluate 1,2-dioxygenase subunit alpha
K05550	benB-xylY	benzoate/toluate 1,2-dioxygenase subunit beta
K05599	antA	anthranilate 1,2-dioxygenase (deaminating, decarboxylating) large subunit
K05600	antB	anthranilate 1,2-dioxygenase (deaminating, decarboxylating) small subunit
K05606	MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase
K05708	hcaE, hcaA1	3-phenylpropionate/trans-cinnamate dioxygenase subunit alpha
K05709	hcaF, hcaA2	3-phenylpropionate/trans-cinnamate dioxygenase subunit beta
K05710	hcaC	3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
K05711	hcaB	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase
K05712	mhpA	3-(3-hydroxy-phenyl)propionate hydroxylase
K05713	mhpB	2,3-dihydroxyphenylpropionate 1,2-dioxygenase
K05714	mhpC	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase
K05783	benD-xylL	dihydroxycyclohexadiene carboxylate dehydrogenase
K05784	benC-xylZ	benzoate/toluate 1,2-dioxygenase reductase component
K05797	pchF	4-cresol dehydrogenase (hydroxylating) flavoprotein subunit
K05824	LYS12	homoisocitrate dehydrogenase
K05898	kstD	3-oxosteroid 1-dehydrogenase
K05907	APR	adenylyl-sulfate reductase (glutathione)
K05908	doxDA	thiosulfate dehydrogenase (quinone)
K05913	dad	2,4'-dihydroxyacetophenone dioxygenase
K05921	hpaG	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase
K05942	E2.3.3.3	citrate (Re)-synthase
K05979	comB	2-phosphosulfolactate phosphatase
K06034	comD	sulfopyruvate decarboxylase subunit alpha
K06035	DDI2_3	cyanamide hydratase
K06151	E1.1.99.3A	gluconate 2-dehydrogenase alpha chain
K06152	E1.1.99.3G	gluconate 2-dehydrogenase gamma chain
K06281	hyaB, hybC	hydrogenase large subunit
K06282	hyaA, hybO	hydrogenase small subunit
K06446	DCAA	acyl-CoA dehydrogenase
K06606	iolI	2-keto-myo-inositol isomerase
K06718	ectA	L-2,4-diaminobutyric acid acetyltransferase
K06720	ectC	L-ectoine synthase
K06859	pgi1	glucose-6-phosphate isomerase, archaeal
K06881	nrnA	bifunctional oligoribonuclease and PAP phosphatase NrnA
K06912	tfdA	alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase
K07046	K07046	L-fuconolactonase
K07104	catE	catechol 2,3-dioxygenase
K07127	uraH, pucM, hiuH	5-hydroxyisourate hydrolase
K07248	aldA	lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase
K07250	gabT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase
K07404	pgl	6-phosphogluconolactonase
K07511	ECHS1	enoyl-CoA hydratase
K07514	EHHADH	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase
K07515	HADHA	enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase
K07516	fadN	3-hydroxyacyl-CoA dehydrogenase
K07534	badK	cyclohex-1-ene-1-carboxyl-CoA hydratase
K07535	badH	2-hydroxycyclohexanecarboxyl-CoA dehydrogenase
K07536	badI	2-ketocyclohexanecarboxyl-CoA hydrolase
K07537	dch	cyclohexa-1,5-dienecarbonyl-CoA hydratase
K07538	had	6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase
K07539	oah	6-oxocyclohex-1-ene-carbonyl-CoA hydrolase
K07540	E4.1.99.11	benzylsuccinate synthase
K07543	bbsE	benzylsuccinate CoA-transferase BbsE subunit
K07544	bbsF	benzylsuccinate CoA-transferase BbsF subunit
K07545	bbsG	(R)-benzylsuccinyl-CoA dehydrogenase
K07546	bbsH	E-phenylitaconyl-CoA hydratase
K07547	bbsC	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit
K07548	bbsD	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsD subunit
K07549	bbsA	benzoylsuccinyl-CoA thiolase BbsA subunit
K07550	bbsB	benzoylsuccinyl-CoA thiolase BbsB subunit
K07811	torA	trimethylamine-N-oxide reductase (cytochrome c)
K07812	torZ	trimethylamine-N-oxide reductase (cytochrome c)
K07821	torY	trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY
K07823	pcaF	3-oxoadipyl-CoA thiolase
K07824	CYP53A1	benzoate 4-monooxygenase
K08074	ADPGK	ADP-dependent glucokinase
K08093	hxlA	3-hexulose-6-phosphate synthase
K08094	hxlB	6-phospho-3-hexuloisomerase
K08097	comA	phosphosulfolactate synthase
K08264	hdrD	heterodisulfide reductase subunit D
K08265	hdrE	heterodisulfide reductase subunit E
K08295	abmG	2-aminobenzoate-CoA ligase
K08324	sad	succinate-semialdehyde dehydrogenase
K08352	phsA, psrA	thiosulfate reductase / polysulfide reductase chain A
K08353	phsB	thiosulfate reductase electron transport protein
K08354	phsC	thiosulfate reductase cytochrome b subunit
K08357	ttrA	tetrathionate reductase subunit A
K08358	ttrB	tetrathionate reductase subunit B
K08359	ttrC	tetrathionate reductase subunit C
K08685	qhpA	quinohemoprotein amine dehydrogenase
K08686	cbdA	2-halobenzoate 1,2-dioxygenase large subunit
K08689	bphAa, bphA1, bphA	biphenyl 2,3-dioxygenase subunit alpha
K08690	bphB	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
K08691	mcl	malyl-CoA/(S)-citramalyl-CoA lyase
K08692	mtkB	malate-CoA ligase subunit alpha
K08710	atzC	N-isopropylammelide isopropylaminohydrolase
K08726	EPHX2	soluble epoxide hydrolase / lipid-phosphate phosphatase
K09251	patA	putrescine aminotransferase
K09459	E4.1.1.82	phosphonopyruvate decarboxylase
K09461	E1.14.13.40	anthraniloyl-CoA monooxygenase
K09709	meh	3-methylfumaryl-CoA hydratase
K10150	cysO	cysteine synthase / O-phosphoserine sulfhydrylase / cystathionine beta-synthase
K10215	ethA	monooxygenase
K10216	dmpD, xylF	2-hydroxymuconate-semialdehyde hydrolase
K10217	dmpC, xylG, praB	aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase
K10218	ligK, galC	4-hydroxy-4-methyl-2-oxoglutarate aldolase
K10219	ligC	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase
K10220	ligJ	4-oxalmesaconate hydratase
K10221	ligI	2-pyrone-4,6-dicarboxylate lactonase
K10222	bphD	2,6-dioxo-6-phenylhexa-3-enoate hydrolase
K10437	PHAA, PHACA, CYP504A1	phenylacetate 2-hydroxylase
K10438	PHACB, CYP504B1	3-hydroxyphenylacetate 6-hydroxylase
K10534	NR	nitrate reductase (NAD(P)H)
K10535	hao	hydroxylamine dehydrogenase
K10566	oxdB	phenylacetaldoxime dehydratase
K10616	cymAa	p-cymene methyl-monooxygenase
K10617	cymB	p-cumic alcohol dehydrogenase
K10618	cymC	p-cumic aldehyde dehydrogenase
K10619	cmtAb	p-cumate 2,3-dioxygenase subunit alpha
K10620	cmtB	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase
K10621	cmtC, dhbA	2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase
K10622	cmtD, dhbB	HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase
K10623	cmtE	HOMODA hydrolase
K10674	ectD	ectoine hydroxylase
K10676	tfdB	2,4-dichlorophenol 6-monooxygenase
K10678	nfsA	nitroreductase
K10679	nfnB, nfsB	nitroreductase / dihydropteridine reductase
K10680	nemA	N-ethylmaleimide reductase
K10700	ebdA	ethylbenzene hydroxylase subunit alpha
K10701	apc	acetophenone carboxylase
K10702	todF	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase
K10713	fae	5,6,7,8-tetrahydromethanopterin hydro-lyase
K10714	mtdB	methylene-tetrahydromethanopterin dehydrogenase
K10797	enr	2-enoate reductase
K10944	pmoA-amoA	methane/ammonia monooxygenase subunit A
K10945	pmoB-amoB	methane/ammonia monooxygenase subunit B
K10946	pmoC-amoC	methane/ammonia monooxygenase subunit C
K10977	aksA	methanogen homocitrate synthase
K10978	aksF	methanogen homoisocitrate dehydrogenase
K11177	yagR	xanthine dehydrogenase YagR molybdenum-binding subunit
K11178	yagS	xanthine dehydrogenase YagS FAD-binding subunit
K11180	dsrA	dissimilatory sulfite reductase alpha subunit
K11181	dsrB	dissimilatory sulfite reductase beta subunit
K11212	cofD	LPPG:FO 2-phospho-L-lactate transferase
K11260	fwdG	4Fe-4S ferredoxin
K11261	fwdE, fmdE	formylmethanofuran dehydrogenase subunit E
K11262	ACACA	acetyl-CoA carboxylase / biotin carboxylase 1
K11263	bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein
K11311	antC	anthranilate 1,2-dioxygenase reductase component
K11389	gapor	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin)
K11395	kdpgA	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase
K11441	kguK	dehydrogluconokinase
K11472	glcE	glycolate oxidase FAD binding subunit
K11473	glcF	glycolate oxidase iron-sulfur subunit
K11517	HAO	(S)-2-hydroxy-acid oxidase
K11529	gck, gckA, GLYCTK	glycerate 2-kinase
K11532	glpX-SEBP	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase
K11645	fbaB	fructose-bisphosphate aldolase, class I
K11779	fbiC	FO synthase
K11780	cofG	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase
K11781	cofH	5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase
K11943	nidA	PAH dioxygenase large subunit
K11944	nidB	PAH dioxygenase small subunit
K11945	phdF	extradiol dioxygenase
K11946	phdG	hydratase-aldolase
K11947	nidD	aldehyde dehydrogenase
K11948	phdI	1-hydroxy-2-naphthoate dioxygenase
K11949	phdJ	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase
K12234	cofE, fbiB	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase
K12407	GCK	glucokinase
K12524	thrA	bifunctional aspartokinase / homoserine dehydrogenase 1
K12525	metL	bifunctional aspartokinase / homoserine dehydrogenase 2
K12526	lysAC	bifunctional diaminopimelate decarboxylase / aspartate kinase
K12660	rhmA	2-dehydro-3-deoxy-L-rhamnonate aldolase
K12661	LRA3, rhmD	L-rhamnonate dehydratase
K12730	MXMT	theobromine synthase
K12731	DXMT	caffeine synthase
K12957	ahr	alcohol/geraniol dehydrogenase (NADP+)
K12972	ghrA	glyoxylate/hydroxypyruvate reductase
K13034	ATCYSC1	L-3-cyanoalanine synthase/ cysteine synthase
K13039	comE	sulfopyruvate decarboxylase subunit beta
K13479	ygeT, xdhB	xanthine dehydrogenase FAD-binding subunit
K13480	ygeU, xdhC	xanthine dehydrogenase iron-sulfur-binding subunit
K13481	xdhA	xanthine dehydrogenase small subunit
K13482	xdhB	xanthine dehydrogenase large subunit
K13483	yagT	xanthine dehydrogenase YagT iron-sulfur-binding subunit
K13524	ABAT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase
K13542	cobA-hemD	uroporphyrinogen III methyltransferase / synthase
K13543	hemDX	uroporphyrinogen III methyltransferase / synthase
K13745	ddc	L-2,4-diaminobutyrate decarboxylase
K13767	fadB	enoyl-CoA hydratase
K13788	pta	phosphate acetyltransferase
K13810	tal-pgi	transaldolase / glucose-6-phosphate isomerase
K13811	PAPSS	3'-phosphoadenosine 5'-phosphosulfate synthase
K13812	fae-hps	bifunctional enzyme Fae/Hps
K13831	hps-phi	3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase
K13942	hmd	5,10-methenyltetrahydromethanopterin hydrogenase
K13953	adhP	alcohol dehydrogenase, propanol-preferring
K13954	yiaY	alcohol dehydrogenase
K13979	yahK	alcohol dehydrogenase (NADP+)
K13995	nicF	maleamate amidohydrolase
K13997	PDHX	dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
K14028	mdh1, mxaF	methanol dehydrogenase (cytochrome c) subunit 1
K14029	mdh2, mxaI	methanol dehydrogenase (cytochrome c) subunit 2
K14048	ureAB	urease subunit gamma/beta
K14067	mtkA	malate-CoA ligase subunit beta
K14080	mtaA	[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase
K14081	mtaC	methanol corrinoid protein
K14082	mtbA	[methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase
K14083	mttB	trimethylamine---corrinoid protein Co-methyltransferase
K14084	mttC	trimethylamine corrinoid protein
K14085	ALDH7A1	aldehyde dehydrogenase family 7 member A1
K14126	mvhA, vhuA, vhcA	F420-non-reducing hydrogenase large subunit
K14127	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit
K14128	mvhG, vhuG, vhcG	F420-non-reducing hydrogenase small subunit
K14138	acsB	acetyl-CoA synthase
K14163	EPRS	bifunctional glutamyl/prolyl-tRNA synthetase
K14267	dapC	N-succinyldiaminopimelate aminotransferase
K14268	davT, gabT	5-aminovalerate/4-aminobutyrate aminotransferase
K14272	GGAT	glutamate--glyoxylate aminotransferase
K14333	DHBD	2,3-dihydroxybenzoate decarboxylase
K14338	cypD_E, CYP102A, CYP505	cytochrome P450 / NADPH-cytochrome P450 reductase
K14417	fcbA	4-chlorobenzoate-CoA ligase
K14418	fcbB	4-chlorobenzoyl-CoA dehalogenase
K14419	caaD1	alpha-subunit of trans-3-chloroacrylic acid dehalogenase
K14420	caaD2	beta-subunit of trans-3-chloroacrylic acid dehalogenase
K14421	cis-caaD	cis-3-chloroacrylic acid dehalogenase
K14422	msaD	malonate semialdehyde decarboxylase
K14446	ccr	crotonyl-CoA carboxylase/reductase
K14447	ecm	ethylmalonyl-CoA mutase
K14448	mcd	(2S)-methylsuccinyl-CoA dehydrogenase
K14449	mch, mcd	2-methylfumaryl-CoA hydratase
K14451	mcl2	(3S)-malyl-CoA thioesterase
K14454	GOT1	aspartate aminotransferase, cytoplasmic
K14455	GOT2	aspartate aminotransferase, mitochondrial
K14465	K14465	succinate semialdehyde reductase (NADPH)
K14466	K14466	4-hydroxybutyrate---CoA ligase (AMP-forming)
K14467	4hbl	4-hydroxybutyrate---CoA ligase (AMP-forming)
K14468	mcr	malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+)
K14469	K14469	acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase
K14470	mct	2-methylfumaryl-CoA isomerase
K14471	smtA1	succinyl-CoA:(S)-malate CoA-transferase subunit A
K14472	smtB	succinyl-CoA:(S)-malate CoA-transferase subunit B
K14481	styA	styrene monooxygenase
K14482	styB	styrene monooxygenase reductase component
K14519	aldH	NADP-dependent aldehyde dehydrogenase
K14520	hapE	4-hydroxyacetophenone monooxygenase
K14534	abfD	4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase
K14541	DUR1	urea carboxylase / allophanate hydrolase
K14578	nahAb, nagAb, ndoA, nbzAb, dntAb	naphthalene 1,2-dioxygenase ferredoxin component
K14579	nahAc, ndoB, nbzAc, dntAc	naphthalene 1,2-dioxygenase subunit alpha
K14580	nahAd, ndoC, nbzAd, dntAd	naphthalene 1,2-dioxygenase subunit beta
K14581	nahAa, nagAa, ndoR, nbzAa, dntAa	naphthalene 1,2-dioxygenase ferredoxin reductase component
K14582	nahB, doxE	cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase
K14583	nahC	1,2-dihydroxynaphthalene dioxygenase
K14584	nahD	2-hydroxychromene-2-carboxylate isomerase
K14585	nahE	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase
K14586	nmoAB	2-naphthoate monooxygenase
K14599	dbfA1	dibenzofuran dioxygenase subunit alpha
K14600	dbfA2	dibenzofuran dioxygenase subunit beta
K14601	flnB	1,1a-dihydroxy-1-hydro-9-fluorenone dehydrogenase
K14602	flnD1	2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase large subunit
K14603	flnD2	2'-carboxy-2,3-dihydroxybiphenyl 1,2-dioxygenase small subunit and ferredoxin fusion protein
K14604	flnE	2-hydroxy-6-oxo-6-(2'-carboxyphenyl)-hexa-2,4-dienoate hydrolase
K14727	pcaL	3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase
K14746	ped	(S)-1-phenylethanol dehydrogenase
K14747	bal	benzoylacetate-CoA ligase
K14748	etbAa	ethylbenzene dioxygenase subunit alpha
K14749	etbAb	ethylbenzene dioxygenase subunit beta
K14751	etbC	2,3-dihydroxyethylbenzene 1,2-dioxygenase
K14940	cofF	gamma-F420-2:alpha-L-glutamate ligase
K14941	cofC, fbiD	2-phospho-L-lactate/phosphoenolpyruvate guanylyltransferase
K14974	nicC	6-hydroxynicotinate 3-monooxygenase
K14977	ylbA, UGHY	(S)-ureidoglycine aminohydrolase
K15016	K15016	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase
K15017	K15017	malonyl-CoA/succinyl-CoA reductase (NADPH)
K15018	K15018	3-hydroxypropionyl-coenzyme A synthetase
K15019	K15019	3-hydroxypropionyl-coenzyme A dehydratase
K15020	K15020	acryloyl-coenzyme A reductase
K15022	fdhB	formate dehydrogenase (NADP+) beta subunit
K15023	acsE	5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase
K15024	K15024	putative phosphotransacetylase
K15036	K15036	acetyl-CoA/propionyl-CoA carboxylase
K15037	K15037	biotin carboxyl carrier protein
K15038	K15038	succinyl-CoA reductase
K15039	K15039	3-hydroxypropionate dehydrogenase (NADP+)
K15054	mdlB	(S)-mandelate dehydrogenase
K15055	nbaA	2-nitrobenzoate nitroreductase
K15056	nbaB	2-hydroxylaminobenzoate mutase
K15057	nbzA	nitrobenzene nitroreductase
K15058	amnA	2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase subunit alpha
K15059	amnB	2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase subunit beta
K15060	ligXa	5,5'-dehydrodivanillate O-demethylase oxygenase subunit
K15061	ligZ	OH-DDVA oxygenase
K15062	ligY	OH-DDVA meta-cleavage compound hydrolase
K15063	ligW	5-carboxyvanillate decarboxylase
K15064	desA	syringate O-demethylase
K15065	desZ	3-O-methylgallate 3,4-dioxygenase
K15066	ligM	vanillate/3-O-methylgallate O-demethylase
K15228	mauA	methylamine dehydrogenase light chain
K15229	mauB	methylamine dehydrogenase heavy chain
K15230	aclA	ATP-citrate lyase alpha-subunit
K15231	aclB	ATP-citrate lyase beta-subunit
K15232	ccsA	citryl-CoA synthetase large subunit
K15233	ccsB	citryl-CoA synthetase small subunit
K15234	ccl	citryl-CoA lyase
K15236	linA	gamma-hexachlorocyclohexane dehydrochlorinase
K15237	linC	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 1
K15238	linX	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase 2
K15239	linD	2,5-dichlorohydroquinone reductive dechlorinase
K15240	linE	hydroquinone 1,2-dioxygenase
K15241	pcpC	tetrachlorohydroquinone reductive dehalogenase
K15242	pcpA	2,6-dichloro-p-hydroquinone 1,2-dioxygenase
K15243	tftA	2,4,5-trichlorophenoxyacetic acid oxygenase 1
K15244	tftB	2,4,5-trichlorophenoxyacetic acid oxygenase 2
K15245	tftC, tcpX	flavin reductase
K15246	tftD	chlorophenol-4-monooxygenase
K15253	tcbC, tfdC	chlorocatechol 1,2-dioxygenase
K15357	nicD	N-formylmaleamate deformylase
K15358	ena	enamidase
K15359	hspA	6-hydroxy-3-succinoylpyridine 3-monooxygenase
K15371	GDH2	glutamate dehydrogenase
K15422	SAL	3'(2'), 5'-bisphosphate nucleotidase / inositol polyphosphate 1-phosphatase
K15481	lidA	effector protein LidA
K15567	nmsB	naphthyl-2-methylsuccinate synthase beta subunit
K15568	nmsC	naphthyl-2-methylsuccinate synthase gamma subunit
K15569	bnsE	naphthyl-2-methylsuccinate CoA transferase subunit
K15570	bnsF	naphthyl-2-methylsuccinate CoA transferase subunit
K15571	bnsG	naphthyl-2-methylsuccinyl-CoA dehydrogenase
K15572	bnsH	naphthyl-2-hydroxymethylsuccinyl-CoA hydratase
K15574	bnsA	naphthyl-2-oxomethyl-succinyl-CoA thiolase subunit
K15575	bnsB	naphthyl-2-oxomethyl-succinyl-CoA thiolase subunit
K15633	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
K15634	gpmB	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
K15635	apgM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
K15736	lhgO	(S)-2-hydroxyglutarate dehydrogenase
K15737	csiD	glutarate dioxygenase
K15749	dbfB	2,2',3-trihydroxybiphenyl dioxygenase
K15750	bphAb, bphA2, bphE	biphenyl 2,3-dioxygenase subunit beta
K15751	carAa	carbazole 1,9a-dioxygenase
K15752	carAc	carbazole 1,9a-dioxygenase ferredoxin component
K15753	carAd	carbazole 1,9a-dioxygenase ferredoxin reductase component
K15754	carBa	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, small subunit
K15755	carBb	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, large subunit
K15756	carC	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase
K15757	xylM	toluene methyl-monooxygenase
K15758	xylA	toluene methyl-monooxygenase electron transfer component
K15759	IMPAD1, IMPA3	Golgi-resident PAP phosphatase
K15760	tmoA, tbuA1, touA	toluene monooxygenase system protein A
K15761	tmoB, tbuU, touB	toluene monooxygenase system protein B
K15762	tmoC, tbuB, touC	toluene monooxygenase system ferredoxin subunit
K15763	tmoD, tbuV, touD	toluene monooxygenase system protein D
K15764	tmoE, tbuA2, touE	toluene monooxygenase system protein E
K15765	tmoF, tbuC, touF	toluene monooxygenase electron transfer component
K15766	absAa	2-aminobenzenesulfonate 2,3-dioxygenase subunit alpha
K15767	absAb	2-aminobenzenesulfonate 2,3-dioxygenase subunit beta
K15768	tsaM	p-toluenesulfonate methyl-monooxygenase oxygenase component TsaM
K15769	tsaB	p-toluenesulfonate methyl-monooxygenase reductase component TsaB
K15778	pmm-pgm	phosphomannomutase / phosphoglucomutase
K15779	PGM2	phosphoglucomutase / phosphopentomutase
K15783	doeA	ectoine hydrolase
K15784	doeB	N2-acetyl-L-2,4-diaminobutanoate deacetylase
K15785	doeD	L-2,4-diaminobutyrate transaminase
K15786	doeC	aspartate-semialdehyde dehydrogenase
K15860	ciaX	regulatory peptide CiaX
K15864	nirS	nitrite reductase (NO-forming) / hydroxylamine reductase
K15866	paaG	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase
K15876	nrfH	cytochrome c nitrite reductase small subunit
K15877	CYP55	fungal nitric oxide reductase
K15887	ZFPS	(2Z,6Z)-farnesyl diphosphate synthase
K15889	PCME	prenylcysteine alpha-carboxyl methylesterase
K15893	HPR1	glycerate dehydrogenase
K15916	pgi-pmi	glucose/mannose-6-phosphate isomerase
K15919	HPR2_3	glyoxylate/hydroxypyruvate reductase
K15981	CYP125A	cholest-4-en-3-one 26-monooxygenase
K15982	kshA	3-ketosteroid 9alpha-monooxygenase subunit A
K15983	kshB	3-ketosteroid 9alpha-monooxygenase subunit B
K16043	iolX	scyllo-inositol 2-dehydrogenase (NAD+)
K16044	iolW	scyllo-inositol 2-dehydrogenase (NADP+)
K16045	hsd	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase
K16046	CYP142	cholest-4-en-3-one 26-monooxygenase
K16047	hsaA	3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase
K16049	hsaC	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase
K16050	hsaD	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
K16051	tesI	3-oxo-5alpha-steroid 4-dehydrogenase
K16157	mmoX	methane monooxygenase component A alpha chain
K16158	mmoY	methane monooxygenase component A beta chain
K16159	mmoZ	methane monooxygenase component A gamma chain
K16160	mmoB	methane monooxygenase regulatory protein B
K16161	mmoC	methane monooxygenase component C
K16162	mmoD	methane monooxygenase component D
K16163	K16163	maleylpyruvate isomerase
K16164	K16164	acylpyruvate hydrolase
K16165	nagK	fumarylpyruvate hydrolase
K16171	faaH	fumarylacetoacetate (FAA) hydrolase
K16173	acd	glutaryl-CoA dehydrogenase (non-decarboxylating)
K16176	mtmB	methylamine---corrinoid protein Co-methyltransferase
K16177	mtmC	monomethylamine corrinoid protein
K16178	mtbB	dimethylamine---corrinoid protein Co-methyltransferase
K16179	mtbC	dimethylamine corrinoid protein
K16180	pylB	methylornithine synthase
K16181	pylC	3-methylornithine--L-lysine ligase
K16182	pylD	3-methylornithyl-N6-L-lysine dehydrogenase
K16239	bsdC	4-hydroxybenzoate decarboxylase subunit C
K16242	dmpN, poxD, tomA3	phenol/toluene 2-monooxygenase (NADH) P3/A3
K16243	dmpL, poxB, tomA1	phenol/toluene 2-monooxygenase (NADH) P1/A1
K16244	dmpM, poxC, tomA2	phenol/toluene 2-monooxygenase (NADH) P2/A2
K16245	dmpO, poxE, tomA4	phenol/toluene 2-monooxygenase (NADH) P4/A4
K16246	dmpP, poxF, tomA5	phenol/toluene 2-monooxygenase (NADH) P5/A5
K16249	dmpK, poxA, tomA0	phenol/toluene 2-monooxygenase (NADH) P0/A0
K16254	mxaJ	mxaJ protein
K16255	mxaG	cytochrome c-L
K16256	mxaA	mxaA protein
K16257	mxaC	mxaC protein
K16258	mxaK	mxaK protein
K16259	mxaL	mxaL protein
K16260	mxaD	mxaD protein
K16268	todC2, bedC2, tcbAb	benzene/toluene/chlorobenzene dioxygenase subunit beta
K16269	todD, tcbB	cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase
K16303	cmtAc	p-cumate 2,3-dioxygenase subunit beta
K16304	cmtAd	p-cumate 2,3-dioxygenase ferredoxin component
K16305	K16305	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase
K16306	K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
K16319	andAc	anthranilate 1,2-dioxygenase large subunit
K16320	andAd	anthranilate 1,2-dioxygenase small subunit
K16370	pfkB	6-phosphofructokinase 2
K16514	galD	4-oxalomesaconate tautomerase
K16792	aksD	methanogen homoaconitase large subunit
K16793	aksE	methanogen homoaconitase small subunit
K16838	pucL	urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
K16839	hpxO	FAD-dependent urate hydroxylase
K16840	hpxQ	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
K16841	hpxA	allantoin racemase
K16842	hpxB	allantoinase
K16844	comC	(2R)-3-sulfolactate dehydrogenase (NADP+)
K16871	POP2	4-aminobutyrate---pyruvate transaminase
K16873	hmfH	5-(hydroxymethyl)furfural/furfural oxidase
K16874	hmfF	2,5-furandicarboxylate decarboxylase 1
